season,date,league_id,league,HomeTeam,AwayTeam,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2
2020,18/12/20,1849,netherland,Zwolle,FC Emmen,39.43,31.61,0.5157,0.2194,0.2649,1.67,1.0,22.8,44.0,0.0,0.0
2020,19/12/20,1849,netherland,Sparta Rotterdam,Groningen,41.25,44.28,0.40700000000000003,0.2809,0.3121,1.23,0.97,8.9,6.6,2.0,3.0
2020,19/12/20,1849,netherland,VVV Venlo,Twente,29.56,43.16,0.3516,0.38799999999999996,0.2604,1.5,1.59,50.1,4.5,1.0,2.0
2020,19/12/20,1849,netherland,Waalwijk,PSV Eindhoven,29.8,65.57,0.1323,0.6563,0.2114,0.84,2.14,37.8,68.6,1.0,4.0
2020,19/12/20,1849,netherland,Utrecht,For Sittard,50.32,32.87,0.6101,0.1641,0.2258,2.05,0.96,6.9,37.7,1.0,1.0
2020,20/12/20,1849,netherland,Vitesse,Feyenoord,52.31,57.48,0.39799999999999996,0.3227,0.2793,1.44,1.27,35.7,40.2,1.0,0.0
2020,20/12/20,1849,netherland,Heerenveen,Heracles,43.36,39.21,0.4735,0.2622,0.2643,1.67,1.18,3.5,25.3,1.0,2.0
2020,20/12/20,1849,netherland,Den Haag,Ajax,27.05,80.31,0.0517,0.8342,0.1141,0.7,3.13,55.0,74.7,2.0,4.0
2020,20/12/20,1849,netherland,AZ Alkmaar,Willem II,60.8,35.42,0.7337,0.0879,0.1784,2.36,0.68,29.2,45.3,5.0,3.0
2020,22/12/20,1849,netherland,For Sittard,Waalwijk,32.67,29.72,0.4891,0.2479,0.2629,1.69,1.13,47.4,44.7,2.0,1.0
2020,22/12/20,1849,netherland,FC Emmen,Utrecht,31.78,50.56,0.3068,0.4172,0.276,1.25,1.5,48.2,5.9,2.0,3.0
2020,22/12/20,1849,netherland,PSV Eindhoven,VVV Venlo,65.73,28.73,0.8596,0.0329,0.1075,2.9,0.44,73.4,49.5,4.0,1.0
2020,22/12/20,1849,netherland,Twente,Sparta Rotterdam,44.05,40.99,0.4855,0.2563,0.2582,1.74,1.2,5.2,7.5,0.0,2.0
2020,23/12/20,1849,netherland,AZ Alkmaar,Vitesse,60.04,52.16,0.5209,0.2252,0.2539,1.79,1.1,32.8,42.6,3.0,1.0
2020,23/12/20,1849,netherland,Willem II,Ajax,36.41,80.26,0.0841,0.7685,0.1474,0.87,2.85,39.1,68.7,1.0,1.0
2020,23/12/20,1849,netherland,Den Haag,Zwolle,27.27,39.18,0.3491,0.3725,0.2784,1.35,1.4,47.7,21.0,0.0,2.0
2020,23/12/20,1849,netherland,Groningen,Heracles,44.76,39.84,0.488,0.2057,0.3063,1.35,0.77,9.6,16.2,0.0,1.0
2020,23/12/20,1849,netherland,Feyenoord,Heerenveen,57.64,42.67,0.6321,0.1503,0.2176,2.12,0.92,28.1,2.6,3.0,0.0
2020,27/12/20,1849,netherland,Utrecht,AZ Alkmaar,51.36,59.88,0.3479,0.3897,0.2624,1.48,1.58,1.9,33.7,2.0,2.0
2020,09/01/21,1849,netherland,Waalwijk,Den Haag,28.85,26.57,0.4814,0.2484,0.2701,1.62,1.09,53.3,49.9,0.0,1.0
2020,09/01/21,1849,netherland,FC Emmen,Twente,31.16,42.44,0.3731,0.3462,0.2807,1.38,1.32,44.5,2.6,1.0,4.0
2020,09/01/21,1849,netherland,Zwolle,AZ Alkmaar,39.96,59.92,0.2568,0.4798,0.2633,1.17,1.68,8.8,30.1,1.0,1.0
2020,09/01/21,1849,netherland,Heracles,Vitesse,41.16,52.43,0.3272,0.3854,0.2873,1.23,1.36,10.9,30.9,0.0,2.0
2020,09/01/21,1849,netherland,Utrecht,Groningen,51.36,43.42,0.5086,0.2044,0.2869,1.49,0.83,1.6,5.7,2.0,2.0
2020,10/01/21,1849,netherland,Sparta Rotterdam,Feyenoord,42.55,59.21,0.2688,0.4717,0.2595,1.24,1.72,3.6,37.8,0.0,2.0
2020,10/01/21,1849,netherland,VVV Venlo,Willem II,27.87,36.12,0.3727,0.3676,0.2596,1.57,1.55,55.5,47.5,2.0,1.0
2020,10/01/21,1849,netherland,Heerenveen,For Sittard,41.1,33.59,0.517,0.2412,0.2418,1.94,1.26,3.4,28.3,1.0,3.0
2020,10/01/21,1849,netherland,Ajax,PSV Eindhoven,80.35,66.8,0.6175,0.1634,0.2191,2.13,1.0,100.0,100.0,2.0,2.0
2020,12/01/21,1849,netherland,Vitesse,Utrecht,52.84,51.92,0.496,0.244,0.26,1.72,1.14,34.2,1.7,1.0,0.0
2020,12/01/21,1849,netherland,Heracles,FC Emmen,40.65,29.57,0.5474,0.1864,0.2661,1.66,0.85,20.3,41.7,4.0,0.0
2020,13/01/21,1849,netherland,PSV Eindhoven,AZ Alkmaar,67.21,60.24,0.5624,0.2003,0.2372,1.97,1.09,74.2,38.4,1.0,3.0
2020,13/01/21,1849,netherland,For Sittard,Sparta Rotterdam,34.88,41.61,0.3978,0.3391,0.2631,1.58,1.45,20.8,6.1,0.0,1.0
2020,13/01/21,1849,netherland,Den Haag,VVV Venlo,27.12,28.2,0.4367,0.2986,0.2647,1.63,1.31,57.9,62.8,1.0,4.0
2020,13/01/21,1849,netherland,Feyenoord,Zwolle,60.0,39.55,0.6859999999999999,0.1005,0.2136,2.0,0.61,49.2,7.4,1.0,0.0
2020,14/01/21,1849,netherland,Heerenveen,Waalwijk,39.75,28.32,0.5426,0.2097,0.2477,1.85,1.06,6.0,47.8,1.0,1.0
2020,14/01/21,1849,netherland,Twente,Ajax,44.24,80.19,0.1045,0.7203,0.1752,0.86,2.52,5.0,78.5,1.0,3.0
2020,14/01/21,1849,netherland,Willem II,Groningen,35.75,43.1,0.4085,0.2912,0.3003,1.31,1.06,47.6,3.9,2.0,3.0
2020,16/01/21,1849,netherland,FC Emmen,Vitesse,28.19,52.77,0.2206,0.5188,0.2606,1.03,1.72,33.1,35.2,1.0,4.0
2020,16/01/21,1849,netherland,Sparta Rotterdam,PSV Eindhoven,42.63,66.11,0.1941,0.5688,0.2371,1.06,1.96,1.6,69.0,3.0,5.0
2020,16/01/21,1849,netherland,Zwolle,For Sittard,39.12,33.84,0.4954,0.2329,0.2717,1.61,1.02,9.2,23.4,0.0,2.0
2020,16/01/21,1849,netherland,Utrecht,Heracles,51.74,42.21,0.5401,0.2005,0.2593,1.73,0.95,2.6,4.8,2.0,0.0
2020,16/01/21,1849,netherland,AZ Alkmaar,Den Haag,61.3,25.65,0.8239,0.0472,0.1289,2.74,0.52,25.5,46.2,2.0,1.0
2020,17/01/21,1849,netherland,Waalwijk,Willem II,28.98,35.27,0.3843,0.3407,0.2749,1.45,1.35,61.8,62.4,1.0,1.0
2020,17/01/21,1849,netherland,Groningen,Twente,43.7,43.65,0.4541,0.2505,0.2954,1.39,0.96,2.6,1.1,2.0,2.0
2020,17/01/21,1849,netherland,VVV Venlo,Heerenveen,29.73,38.98,0.3923,0.3561,0.2516,1.69,1.6,47.9,5.5,1.0,1.0
2020,17/01/21,1849,netherland,Ajax,Feyenoord,80.68,60.29,0.6988,0.1088,0.1924,2.29,0.78,76.9,51.6,1.0,0.0
2020,22/01/21,1849,netherland,Willem II,Zwolle,35.1,37.25,0.4616,0.2592,0.2792,1.52,1.07,57.4,17.8,1.0,3.0
2020,23/01/21,1849,netherland,Den Haag,FC Emmen,25.62,27.76,0.4433,0.285,0.2717,1.57,1.21,46.7,29.0,0.0,0.0
2020,23/01/21,1849,netherland,Vitesse,Groningen,53.32,43.54,0.5746,0.1566,0.2688,1.62,0.71,43.3,4.1,1.0,0.0
2020,23/01/21,1849,netherland,PSV Eindhoven,Waalwijk,66.07,29.14,0.8635,0.027999999999999997,0.1085,2.79,0.35,80.5,39.8,2.0,0.0
2020,23/01/21,1849,netherland,Heracles,Heerenveen,41.08,39.88,0.4729,0.2548,0.2723,1.59,1.1,8.0,2.3,1.0,0.0
2020,24/01/21,1849,netherland,For Sittard,Ajax,35.69,80.1,0.0733,0.7857,0.1411,0.78,2.86,9.7,65.3,1.0,2.0
2020,24/01/21,1849,netherland,Utrecht,Sparta Rotterdam,52.8,43.02,0.5537,0.2023,0.244,1.89,1.05,0.8,1.4,1.0,0.0
2020,24/01/21,1849,netherland,Twente,VVV Venlo,43.96,28.91,0.5832,0.1864,0.2303,2.03,1.06,0.6,42.8,0.0,1.0
